Id_Date,Date,Ticker,Volume,Retorno
20131209,2013-12-09,MSFT,30286000,0.009124047668201695
20131210,2013-12-10,MSFT,37828600,-0.01549983178278516
20131211,2013-12-11,MSFT,39853400,-0.013119915822415085
20131212,2013-12-12,MSFT,36012800,-0.010369566161110252
20131213,2013-12-13,MSFT,40066100,-0.0142397253254074
20131216,2013-12-16,MSFT,31734200,0.005451097585865262
20131217,2013-12-17,MSFT,45687700,-0.010029789590850186
20131218,2013-12-18,MSFT,63192100,0.001642972961087686
20131219,2013-12-19,MSFT,34160100,-0.00902137273198635
20131220,2013-12-20,MSFT,62649100,0.015172392746497844
20131223,2013-12-23,MSFT,25128700,-0.004891312742053172
20131224,2013-12-24,MSFT,14243000,0.012561521370482638
20131226,2013-12-26,MSFT,17612800,0.009708650967562729
20131227,2013-12-27,MSFT,14563000,-0.004006349270393271
20131230,2013-12-30,MSFT,16290500,0.0
20131231,2013-12-31,MSFT,17503500,0.003217992194652877
20140102,2014-01-02,MSFT,30632200,-0.006682705186305798
20140103,2014-01-03,MSFT,31134800,-0.0067276641826307885
20140106,2014-01-06,MSFT,43603700,-0.021132451436505856
20140107,2014-01-07,MSFT,35802800,0.007749758400753944
20140108,2014-01-08,MSFT,59971700,-0.017852280379097724
20140109,2014-01-09,MSFT,36516300,-0.006431754838697289
20140110,2014-01-10,MSFT,40548800,0.014354127603506815
20140113,2014-01-13,MSFT,45901900,-0.02941180206336589
20140114,2014-01-14,MSFT,41623300,0.022870190038012838
20140115,2014-01-15,MSFT,44812600,0.0273895912708465
20140116,2014-01-16,MSFT,38018700,0.0035364818838711045
20140117,2014-01-17,MSFT,46267500,-0.013824839522125659
20140121,2014-01-21,MSFT,31567300,-0.00577248194074343
20140122,2014-01-22,MSFT,21904300,-0.006635274424082986
20140123,2014-01-23,MSFT,43954000,0.0036181760927095647
20140124,2014-01-24,MSFT,76395500,0.02079866809310527
20140127,2014-01-27,MSFT,44420800,-0.021189963729805864
20140128,2014-01-28,MSFT,36205500,0.006661162547824002
20140129,2014-01-29,MSFT,52745900,0.010752671208333477
20140130,2014-01-30,MSFT,35036300,0.005455558204361845
20140131,2014-01-31,MSFT,93162300,0.026587073413154267
20140203,2014-02-03,MSFT,64063100,-0.03594081936753247
20140204,2014-02-04,MSFT,54697900,-0.003563625815420307
20140205,2014-02-05,MSFT,55814400,-0.014580434705498012
20140206,2014-02-06,MSFT,35351800,0.010050268381313818
20140207,2014-02-07,MSFT,33260500,0.0105030697874503
20140210,2014-02-10,MSFT,26767000,0.006564492744928128
20140211,2014-02-11,MSFT,32141400,0.010054319009663104
20140212,2014-02-12,MSFT,27051800,0.008071107520485654
20140213,2014-02-13,MSFT,37635500,0.0037363059804514844
20140214,2014-02-14,MSFT,31407500,0.00026584209973267705
20140218,2014-02-18,MSFT,32834000,-0.0053163415368931025
20140219,2014-02-19,MSFT,29750400,0.0024051351414170123
20140220,2014-02-20,MSFT,27526100,0.006398338821812747
20140221,2014-02-21,MSFT,38021300,0.006092703105598096
20140224,2014-02-24,MSFT,32085100,-0.007635621880533282
20140225,2014-02-25,MSFT,30736500,-0.0039797749176712595
20140226,2014-02-26,MSFT,41041800,-0.0018646695023192016
20140227,2014-02-27,MSFT,33903400,0.010408310033172696
20140228,2014-02-28,MSFT,41215000,0.011885915364101059
20140303,2014-03-03,MSFT,29717500,-0.01383457517607003
20140304,2014-03-04,MSFT,26802400,0.016675518487853147
20140305,2014-03-05,MSFT,20520100,-0.00781044619245838
20140306,2014-03-06,MSFT,23582200,0.001049617289076573
20140307,2014-03-07,MSFT,26591600,-0.006553079685472973
20140310,2014-03-10,MSFT,19006600,-0.002110866169756236
20140311,2014-03-11,MSFT,25216400,0.005288227513307564
20140312,2014-03-12,MSFT,30494100,0.00657548650683801
20140313,2014-03-13,MSFT,32169700,-0.009929476445515568
20140314,2014-03-14,MSFT,27195600,-0.005014479539973075
20140317,2014-03-17,MSFT,20479600,0.009283778966528714
20140318,2014-03-18,MSFT,64063900,0.03942181419386222
20140319,2014-03-19,MSFT,35597200,-0.00707961528946126
20140320,2014-03-20,MSFT,59269800,0.02699264988374742
20140321,2014-03-21,MSFT,80721800,-0.0042152733926154725
20140324,2014-03-24,MSFT,46098400,0.00846613928983369
20140325,2014-03-25,MSFT,43193100,-0.003950613516348379
20140326,2014-03-26,MSFT,41977500,-0.013634091100152446
20140327,2014-03-27,MSFT,35369200,-0.01080674278165149
20140328,2014-03-28,MSFT,43472700,0.02388207856027745
20140331,2014-03-31,MSFT,46886300,0.01712164899426877
20140401,2014-04-01,MSFT,32605000,0.010490277454767827
20140402,2014-04-02,MSFT,28666700,-0.0016899975354586348
20140403,2014-04-03,MSFT,30139600,-0.0082224949246535
20140404,2014-04-04,MSFT,51409600,-0.02779808427960495
20140407,2014-04-07,MSFT,37559600,-0.001755698437409255
20140408,2014-04-08,MSFT,35918600,0.0005025240740469175
20140409,2014-04-09,MSFT,27398700,0.01632349399448622
20140410,2014-04-10,MSFT,45960800,-0.02742773849445111
20140411,2014-04-11,MSFT,34330200,-0.003811014317907716
20140414,2014-04-14,MSFT,32006600,-0.0007650798265066692
20140415,2014-04-15,MSFT,33968700,0.014548230995008958
20140416,2014-04-16,MSFT,30615800,0.01635223964475236
20140417,2014-04-17,MSFT,36688400,-0.009653544297414938
20140421,2014-04-21,MSFT,22221200,-0.0017495550552559065
20140422,2014-04-22,MSFT,27056700,0.0012519542683302467
20140423,2014-04-23,MSFT,24602800,-0.007501951467017656
20140424,2014-04-24,MSFT,42381600,0.004283244885984375
20140425,2014-04-25,MSFT,56876800,0.0012543712065965743
20140428,2014-04-28,MSFT,50610200,0.02405409892615937
20140429,2014-04-29,MSFT,29636200,-0.008808432095913457
20140430,2014-04-30,MSFT,35458700,-0.0027152999311734795
20140501,2014-05-01,MSFT,28787400,-0.00990102749433508
20140502,2014-05-02,MSFT,43416600,-0.007750034332275391
20140505,2014-05-05,MSFT,22460900,-0.00655072639277543
20140506,2014-05-06,MSFT,27112400,-0.009383690819708102
20140507,2014-05-07,MSFT,41744500,0.009216507501212235
20140508,2014-05-08,MSFT,32120400,0.005580954614971032
20140509,2014-05-09,MSFT,29647600,-0.002522665884480495
20140512,2014-05-12,MSFT,22782600,0.010875070693458692
20140513,2014-05-13,MSFT,27004800,0.011258367137829961
20140514,2014-05-14,MSFT,18818700,-0.004453154345187648
20140515,2014-05-15,MSFT,37793200,-0.015904651532064454
20140516,2014-05-16,MSFT,29867100,0.005808165802933117
20140519,2014-05-19,MSFT,24537400,-0.0020085821585956246
20140520,2014-05-20,MSFT,21320900,-0.0017609986119300316
20140521,2014-05-21,MSFT,22398700,0.01688503436976837
20140522,2014-05-22,MSFT,20201800,-0.006195787099232239
