Id_Date,Date,Ticker,Volume,Retorno
20131209,2013-12-09,GOOGL,59244696,0.007729907672110574
20131210,2013-12-10,GOOGL,74081844,0.00604748831822775
20131211,2013-12-11,GOOGL,68403528,-0.006794772598888616
20131212,2013-12-12,GOOGL,63796140,-0.006804113937707959
20131213,2013-12-13,GOOGL,86409504,-0.008570461008655087
20131216,2013-12-16,GOOGL,64015920,0.011491457334380234
20131217,2013-12-17,GOOGL,61366572,-0.0029077612113959806
20131218,2013-12-18,GOOGL,88323588,0.013917739422063523
20131219,2013-12-19,GOOGL,66561372,0.001355159978718782
20131220,2013-12-20,GOOGL,130333536,0.013256939330480078
20131223,2013-12-23,GOOGL,68795136,0.013156204496427302
20131224,2013-12-24,GOOGL,29338632,-0.002923487962005866
20131226,2013-12-26,GOOGL,53458488,0.005054670384228573
20131227,2013-12-27,GOOGL,62725212,0.0008411865334036584
20131230,2013-12-30,GOOGL,49394556,-0.007993585286830933
20131231,2013-12-31,GOOGL,54261684,0.010140095778715582
20140102,2014-01-02,GOOGL,72783144,-0.006772476797926887
20140103,2014-01-03,GOOGL,66601332,-0.007294810890704784
20140106,2014-01-06,GOOGL,70701228,0.011149297342231876
20140107,2014-01-07,GOOGL,102001896,0.019278293890227262
20140108,2014-01-08,GOOGL,89610300,0.0020810177451685854
20140109,2014-01-09,GOOGL,83296620,-0.009629939366083756
20140110,2014-01-10,GOOGL,85654260,-5.307128660645942e-05
20140113,2014-01-13,GOOGL,96659244,-0.006370645799215069
20140114,2014-01-14,GOOGL,99204696,0.02352662825988957
20140115,2014-01-15,GOOGL,77929992,-0.0006786248940353156
20140116,2014-01-16,GOOGL,67288644,0.006616673286768339
20140117,2014-01-17,GOOGL,107943948,-0.004921233565482664
20140121,2014-01-21,GOOGL,79116804,0.011446923755584678
20140122,2014-01-22,GOOGL,62793144,0.0011343245535778905
20140123,2014-01-23,GOOGL,77886036,-0.004223104921573712
20140124,2014-01-24,GOOGL,155544300,-0.031264544161823976
20140127,2014-01-27,GOOGL,173969856,-0.02010985411335767
20140128,2014-01-28,GOOGL,88319592,0.019777914508713367
20140129,2014-01-29,GOOGL,95100804,-0.014327569144844893
20140130,2014-01-30,GOOGL,203452344,0.025719980073186627
20140131,2014-01-31,GOOGL,222429348,0.04014485106748618
20140203,2014-02-03,GOOGL,182581236,-0.04025504196433556
20140204,2014-02-04,GOOGL,112363524,0.00417316562845787
20140205,2014-02-05,GOOGL,95684220,0.004428172083564588
20140206,2014-02-06,GOOGL,77786136,0.014660630769076914
20140207,2014-02-07,GOOGL,105342552,0.01506947182698102
20140210,2014-02-10,GOOGL,77730192,-0.003830302057366496
20140211,2014-02-11,GOOGL,81949968,0.014706725189025199
20140212,2014-02-12,GOOGL,68911020,-0.002932334789766837
20140213,2014-02-13,GOOGL,73382544,0.01113184004910033
20140214,2014-02-14,GOOGL,87380532,0.0024168089673470994
20140218,2014-02-18,GOOGL,84271644,0.00671764699098372
20140219,2014-02-19,GOOGL,84059856,-0.00705268848696615
20140220,2014-02-20,GOOGL,67963968,0.0014721314356067536
20140221,2014-02-21,GOOGL,74417508,-0.00026578793970924355
20140224,2014-02-24,GOOGL,66905028,0.007243839633888836
20140225,2014-02-25,GOOGL,57490452,0.00617725596095677
20140226,2014-02-26,GOOGL,79208712,0.00013931586912080003
20140227,2014-02-27,GOOGL,50349600,-0.0007867439239413828
20140228,2014-02-28,GOOGL,92451456,-0.0029199022331613325
20140303,2014-03-03,GOOGL,84107808,-0.01066100353623807
20140304,2014-03-04,GOOGL,58649292,0.01016053686266602
20140305,2014-03-05,GOOGL,49362588,0.0027574013764610408
20140306,2014-03-06,GOOGL,50673276,0.0011081733745471477
20140307,2014-03-07,GOOGL,60543396,-0.0039520865129485825
20140310,2014-03-10,GOOGL,48535416,-0.002650636819150489
20140311,2014-03-11,GOOGL,68451480,-0.009557889574399193
20140312,2014-03-12,GOOGL,78493428,0.006091746620179439
20140313,2014-03-13,GOOGL,93730176,-0.015108114733415307
20140314,2014-03-14,GOOGL,91664244,-0.013674705374989873
20140317,2014-03-17,GOOGL,86397516,0.01645639765911459
20140318,2014-03-18,GOOGL,72527400,0.01607245542312784
20140319,2014-03-19,GOOGL,64451484,-0.009915291975852936
20140320,2014-03-20,GOOGL,67320612,-0.0017427260681974642
20140321,2014-03-21,GOOGL,128211660,-0.011794585170053103
20140324,2014-03-24,GOOGL,121362516,-0.02122502812806503
20140325,2014-03-25,GOOGL,96311592,0.0006823143026926863
20140326,2014-03-26,GOOGL,103096800,-0.023085846547256036
20140327,2014-03-27,GOOGL,152735112,-0.015627591224745753
20140328,2014-03-28,GOOGL,90265644,0.005267956391203629
20140331,2014-03-31,GOOGL,77614308,-0.0050350666512346594
20140401,2014-04-01,GOOGL,87152760,0.0182861228082749
20140402,2014-04-02,GOOGL,83360556,0.0001850220021717755
20140403,2014-04-03,GOOGL,80366000,0.00595277903341168
20140404,2014-04-04,GOOGL,107274000,-0.04593175730382678
20140407,2014-04-07,GOOGL,79232000,-0.00847321022664863
20140408,2014-04-08,GOOGL,69650000,0.031222827699487685
20140409,2014-04-09,GOOGL,60632000,0.01709384808129299
20140410,2014-04-10,GOOGL,65890000,-0.035888118984328754
20140411,2014-04-11,GOOGL,63494000,-0.01633462771654752
20140414,2014-04-14,GOOGL,50824000,0.013835158206082178
20140415,2014-04-15,GOOGL,79956000,0.006419634467762625
20140416,2014-04-16,GOOGL,91644000,0.02770184959636303
20140417,2014-04-17,GOOGL,112294000,-0.03646036137813466
20140421,2014-04-21,GOOGL,48502000,-0.00730664706825622
20140422,2014-04-22,GOOGL,46622000,0.011365091853103214
20140423,2014-04-23,GOOGL,39114000,-0.014647109029364079
20140424,2014-04-24,GOOGL,41348000,-0.005711506942761869
20140425,2014-04-25,GOOGL,47400000,-0.021218450446623075
20140428,2014-04-28,GOOGL,75056000,-0.00022942147357281212
20140429,2014-04-29,GOOGL,50704000,0.025526771117509058
20140430,2014-04-30,GOOGL,40770000,-0.002703567940098306
20140501,2014-05-01,GOOGL,40086000,0.006823992027134217
20140502,2014-05-02,GOOGL,35616000,-0.008653178053700436
20140505,2014-05-05,GOOGL,24568000,0.0027347463916252866
20140506,2014-05-06,GOOGL,36700000,-0.023835782676345035
20140507,2014-05-07,GOOGL,61486000,-0.008745253893043209
20140508,2014-05-08,GOOGL,49040000,0.004189170987474169
20140509,2014-05-09,GOOGL,45224000,0.012399801583227388
20140512,2014-05-12,GOOGL,38968000,0.022426033647018583
20140513,2014-05-13,GOOGL,40240000,0.005776068061064914
20140514,2014-05-14,GOOGL,25618000,-0.013166108604405731
20140515,2014-05-15,GOOGL,36658000,-0.00989882533225576
20140516,2014-05-16,GOOGL,38154000,-0.0015496847532432533
20140519,2014-05-19,GOOGL,39530000,0.019931810573823452
20140520,2014-05-20,GOOGL,48506000,0.002895199717099448
20140521,2014-05-21,GOOGL,31294000,0.0172282930961457
20140522,2014-05-22,GOOGL,42994000,0.010460195296950962
20140523,2014-05-23,GOOGL,53450000,0.015032908933225318
20140527,2014-05-27,GOOGL,43716000,0.019634594229008626
20140528,2014-05-28,GOOGL,31632000,-0.0076887182585227
20140529,2014-05-29,GOOGL,28222000,0.00019285804658070174
20140530,2014-05-30,GOOGL,37434000,0.0019104241470551896
20140602,2014-06-02,GOOGL,33210000,-0.012787593735848785
20140603,2014-06-03,GOOGL,40626000,-0.017418540724466695
20140604,2014-06-04,GOOGL,34582000,-0.0013525592442068727
20140605,2014-06-05,GOOGL,35868000,0.020171203967681985
20140606,2014-06-06,GOOGL,34804000,0.0019471546969029802
20140609,2014-06-09,GOOGL,30594000,0.008303468285809735
20140610,2014-06-10,GOOGL,29676000,-0.004257705440252865
20140611,2014-06-11,GOOGL,22580000,-0.0014077393714066466
